A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",25,27,82000,Massachusetts,Worcester County,Worcester city,49340,"Worcester, MA-CT ","Car, truck, or van: Drove alone",42,41
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,3,74300,Rhode Island,Kent County,Warwick city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",215,87
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,3,74300,Rhode Island,Kent County,Warwick city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",24,30
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,3,78440,Rhode Island,Kent County,West Warwick town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",38,47
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,3,78440,Rhode Island,Kent County,West Warwick town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",15,23
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,5,49960,Rhode Island,Newport County,Newport city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",48,47
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,19180,Rhode Island,Providence County,Cranston city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",98,69
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,20080,Rhode Island,Providence County,Cumberland town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",170,84
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,20080,Rhode Island,Providence County,Cumberland town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",13,21
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,22960,Rhode Island,Providence County,East Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",153,81
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,41500,Rhode Island,Providence County,Lincoln town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",58,52
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,41500,Rhode Island,Providence County,Lincoln town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",25,29
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,51760,Rhode Island,Providence County,North Providence town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",49,47
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,54640,Rhode Island,Providence County,Pawtucket city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",463,141
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,54640,Rhode Island,Providence County,Pawtucket city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",11,18
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,54640,Rhode Island,Providence County,Pawtucket city,39300,"Providence-Warwick, RI-MA ",Other travel mode,10,17
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone","1,012",234
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",99,72
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,66200,Rhode Island,Providence County,Smithfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",260,106
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,66200,Rhode Island,Providence County,Smithfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",36,59
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,80780,Rhode Island,Providence County,Woonsocket city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",184,124
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,7,80780,Rhode Island,Providence County,Woonsocket city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",31,48
25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",44,9,51580,Rhode Island,Washington County,North Kingstown town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",95,80
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",32,34
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",101,59
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",10,16
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",Other travel mode,118,62
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",62,43
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,16950,Massachusetts,Bristol County,Dighton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",54,48
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",68,59
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",13,21
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,23000,Massachusetts,Bristol County,Fall River city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",147,64
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,23000,Massachusetts,Bristol County,Fall River city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",11,18
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",59,60
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",33,34
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",10,16
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,56060,Massachusetts,Bristol County,Raynham town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",119,58
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,69170,Massachusetts,Bristol County,Taunton city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",609,148
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,5,69170,Massachusetts,Bristol County,Taunton city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",22,34
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",72,65
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",13,22
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",34,30
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",29,46
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",38,38
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,72495,Massachusetts,Norfolk County,Walpole town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",16,26
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,21,72495,Massachusetts,Norfolk County,Walpole town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",18,29
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,23,8085,Massachusetts,Plymouth County,Bridgewater town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",53,34
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,23,9000,Massachusetts,Plymouth County,Brockton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",145,74
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,23,40850,Massachusetts,Plymouth County,Middleborough town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",45,43
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,23,72985,Massachusetts,Plymouth County,Wareham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",75,76
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",126,71
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",93,83
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,9,14
25,5,5280,Massachusetts,Bristol County,Berkley town,39300,"Providence-Warwick, RI-MA ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",118,84
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,1,3690,Massachusetts,Barnstable County,Barnstable Town city,12700,"Barnstable Town, MA ","Car, truck, or van: Drove alone",35,39
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,1,3690,Massachusetts,Barnstable County,Barnstable Town city,12700,"Barnstable Town, MA ","Car, truck, or van: Carpooled",16,26
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,1,7175,Massachusetts,Barnstable County,Bourne town,12700,"Barnstable Town, MA ","Car, truck, or van: Drove alone",25,38
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,520,Massachusetts,Bristol County,Acushnet town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",105,61
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",52,39
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",16,21
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ",Other travel mode,10,16
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone","2,687",328
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",326,124
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",Other travel mode,"1,196",250
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,16950,Massachusetts,Bristol County,Dighton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",23,21
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",93,51
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",14,19
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ",Other travel mode,51,61
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,22130,Massachusetts,Bristol County,Fairhaven town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",629,151
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,22130,Massachusetts,Bristol County,Fairhaven town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",35,32
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,23000,Massachusetts,Bristol County,Fall River city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone","1,456",227
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,23000,Massachusetts,Bristol County,Fall River city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",91,75
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,23000,Massachusetts,Bristol County,Fall River city,39300,"Providence-Warwick, RI-MA ",Public transportation,30,40
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",129,77
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",12,19
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",Other travel mode,17,24
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",137,112
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone","3,472",359
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",367,204
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ",Other travel mode,37,34
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,46575,Massachusetts,Bristol County,North Attleborough town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",57,45
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,46575,Massachusetts,Bristol County,North Attleborough town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",28,32
25,5,16425,Massachusetts,Bristol County,Dartmouth town,39300,"Providence-Warwick, RI-MA ",25,5,49970,Massachusetts,Bristol County,Norton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",76,51
